Text,Sentiment
modi sir ko namo namo.humko garb hotahe kiuki humare matrubhumi ne yesa birpurus ko janam diyahe.,2
apka koi v yojna-Plan sahi Trah se upyog nahi ho paya h.....,0
mai aap se milta chahta hu lekin mai mil nahi pawga,1
modi ji kese ho ap.. videsh me apka dheyan rakha ja raha hai na sir.. sir ap please jaldi se ajao fir maan ki baat karna I'm waiting for it sir.. take care sir,1
Narendra modi ji plz court me jo cases pending hai use jldi nyai mile aisi koi upai yojna kre,0
"Election jantak chunne k hota h ya neta juth bolte h bade2 wade karte h,lakin wahi'ENGRAGI SASAN'Ise badlega kon jise humne chunna h lakin wo badlega to wo satta sukh,bade2 ghotale,janta ka pesa janta k leya kyo pryoge nahi ja raha,",0
Bhai ghumta rahio kaaam koi na kario,0
Or kuch ho ja na ho par j bnda sarkari paise par duniya jarur ghum lega.,0
"Jb chunane ka aadhikr janta ko h to,jb unhe lage ke galat aadmi chuna gaya h to,5yr kyo sahe uske tanasahi,reject kre usa,isse neta janta k pirti jyda jimmadare honge.",1
Sunil ji Brahmand ke Sher hain hamarein Modi Ji,2
India ka hal aisa hote jaiega to india may koi educated person nehi nicklegi,0
plz modi ji aapke desh basioko samjhaiya ki buddha ka janam nepalmain huwa hain na ki india me.,1
modi sir....you come bihar.because neccessary to bjp government in bihar.......har har modi ghar ghar modi.....,1
Kewal ghumte raho aur india ka ko narak me badal do tumhara modi yahi kahani,0
Modi ne kuch kiya ki nahi... wo pata nhi.. pr wo 5 sal me pura world jrur ghum kr aayega,0
background music plz..Phul mangu na bahar mangu Mai to sanam tera pyar mangu ?,1
Modi ji aap dash kahenhe sbheka diloke P.M.ho,2
Jabtak surj chand rhega tabtak modi ji sarkar rhega ....jay hind,2
Har har modi ghar ghar modi all world modi ji gud work sir ji,2
kitni khoobsurat ye tasveer h,2
modi ji roj hajaro gaaye kat rhi he uanka kuc kro jo bi suvar gaayo ko katata he un ko fasi do ya haat per kat kr corahe pr fek do salo ko,0
Bade dhayan se dekh rahe ho,1
Jitni daulat ye neta log vides ghumne me kharch kar dete agar wo garibo me bat de to kitno ka pet bhar jayega,1
sir gay mat aki hatyaye roko,2
"waqt sahi, nirnay sahi, sachi mein sahi waqt par sahi nirnay lenevala hamare saath hai tho, hamare bharath ko our bharat vaasiyon ko our kya chahiye sir ji. hum sab aapke saath hai sir ji.",2
Kyo pade ho chakar me koi nahi hai takar me. Modi is best pm .,2
Bapu g nirdhos h auko jaldi bahar lao,2
abhi dobara vote ho jaay bjp 7 seat bhi nahi mlaygi jai rajesthan,0
Pm ky sath videsh mantri bhi h modi,1
SRIJI Jantar mantra padhare !aapko nyota hai !,1
ati uttam modi ji,2
Modi ji apne kaha tha ki assam se sab bangladesi jald hi jayenge. Par apne to unko dawat pe bulawa diya . Jo naukile kata tar se assam ata he uske liye to apne volvo bus bhej diye. Apse hamko ye ummid nehi thi.,0
Apke niti se ane wale salo me bharat sabse age hoga... Or apki widesh niti bahot hi badhiya h...,2
Enjoy krlo humare paise se ...world tour waw. .....,0
modiji yehi voh desh hai jo hume aur mazbut banayenge,2
"Nari samman Desh ka samman,Nariki unnati Desh ki unnat",2
"Pehli bar desh ki ""AAN BAN SHAN""dikhth he , jispe hame ""NAZ"" he.salam to p.m.",2
Welcome modi jee,1
Dhyaan se sir bike se mt gir jaana hahaha,0
great modi ji,2
please sir apke rhte vito power dila dena ......................,2
kise kaam.ki.nh hai jo ..,0
Sir aap aage chalo hum aapke saat he,2
"Sir,kuch apne desh me bhi ghoom liya jaye, kahin bijli to kahin pani,aur kahin road hi nahi haiAchhe din jab aayenge aate rahenge,aap to aao",0
Bharat desh ke liye avatar hai pm modi ji,2
Mullo ko bhagao...TP mat karo,0
Jo aap ke sat rat din lga rha,1
Sir reconnection ke liye fir se jaana pad sakta hai kya ?,1
Kailash vijaywargiya ko nikaal bahar karenge aap ya apni saari mehnat or haamare bharoshe pe paani phirwaiyega,0
india ka mal jitna paroge ghum lo 5 sal ke bad aap nehin aaoge,0
modiG u r great pm.lakin un sainiko ka bhi koi solutation h jo jantr mantr pat 29 din se bhukh hardtal oar baitha h.aur hamara media is news ko dikha bhi nhi raha h.WaH india ka media wah,2
Saare jahan se achha hindustaa hamara,2
Jo gau hatya band ni kar sakta woh hamare kam ka nehi,0
Thank you sir apka yatra se desh ko jarur fayada hoga hame garv hai app par aur apaki nitiyo par,2
Great sir'' jabtak suraz chand rahega modiji ka naam rahega....,2
Modi ji zindabaad hamare desh ka strong hain joh India ki image badlega,2
Tan aur Mann desh Kay liye pranam modi ji .,2
Great modi ji welcomes,2
Aaj har nagarik ke man main ek hi chahat hai ki narendra modi kuch karenge.aaj haar yuba,2
Sat sat naman,1
Welcome back Mr pm.ab kitne din rahenge India me???ye paisa kisika baap ka nehi hai.hamara hai.hamare paison Se bidesh ja kar ghumte ho saram nehi aati???,0
Swagatam Maa bharti apne pass bula rahi h,1
sar in pakistanio ka kuch kijiye...... kuch pakistani log daily aapka naam lekar india walo ko gaaliya dete h,1
P m ji roj yhi khre milte ho,0
Sehar aa gaya,1
sar aap se jaruri baat kar na he sar mera no 9747375375,1
Punjab me disst... ferozpur,1
One rank one pension ke liye Pease nahi hai sharm karo bhul gaye Rewadi ki pehli relli ko PM SAAB,0
Sir aap jo kam country ke lea kar rahe hai uske lie aapko badhi,2
"P.m modi jee.aj mgnrega sab se top par hai.garamin chhetro mai esse playan ruka hai.lekin esme gram rojgar sewk, j.e. in sabka vawisy aap ke hath mai hai. Hum apne priwar ka laln paln dhang se nhi kr skte.bacho ko achhi shiksha bhi nhi de skte.",0
Jai hind shar,2
"Sir, Abhi desh ke sabhi state ka tour laga ne to nikle. Jaise 2014 ke election me aap nikle the. Aab dekhye kitna parivartan/ change hua hai ke nahi.",0
modi g ke jajbe ko koti koti naman,2
aabay india k sowar. cow ka peshab penay walay . pakistan aja. tujhe karachi ka peshab khane ly jaounga. roz 3 liter pelaounga. or khane hai tujhe cow ka gobar bhe khelaounga. maa ke choot tere or teray bhen l loray BAGWAN ki,0
Sir g hum pad likh kar be barujgar ghum rhaye hain .....hun etni mahnat kar kye pade or etna padne k babjud be koi kaam nhi mil rha sab paise kye piche hain sir g ....plz hlp me sir g,0
Future ki baat mat karo .Hamara aaj bigad raha hai.,0
I trust you so very nice improvement kabhi humne apne pm se nahi bola tha pehli baar hamari baat jaan pa rahi hai mujhe asahi pm hindustan ki zameen pe chahiye tha,2
sir desh wasiyo ke liye kuch karne ka irada h ya phir is air india me hi gumte rahoge,0
Safal videsh yatra ke liye badhai ho sir,2
Sir kya berojgaari ka koi illaj hai aapke paas,0
JAI HO MODI JI,2
Ye photographer thak gya h kya .. blurred photo aayi h ...,1
ghar me padhare gajanand ji ab Ghar me padhare..........,1
Log apna sapna Pura karne ke liye puri duniya ko bhi dokha de sakta h,1
garib ro rahe h or tum jalse kr rhe ho,0
mananiy pradhan mantriji apko salam our ramajan eid mubarak,2
bharatakke bapa randi magana illi raitaru sayakattaru,0
ohhhh bsss krrrr Modi tenu ghuman toh sivva horr koi kmmm h k,0
Iske pas or to kam hai nhi chla hai for en country's,0
desh ki badkismati .. chai wala p.m...or padha likha p.m maun,0
congratulation sir ji,2
Ghen ke Lund apni bhen Chuda rha h randi ke,0
Extremist prick with hateful ideologies and hostile intentions towards neighbors. Ultimate dueschbag.,0
Hiii kam chhe,1
I heartly salute you Mr. Prime minister aapka karyakal Bharat varsh ke itihas me savarnim yug sabit Hoga Jai hind,2
Modi ji aap ko sabhi ne vishvas kiya hai but us par pani phirte dekh rahe hai mp balaghat mai pani ki tenk kitne dino se saf nahi hui hai bahot log bimariyo ke ghere mai sab aap hi thik kar sakte ho,0
Chaye bechate bechate desh mat bej Dena,0
"Mera bharat mahan , Modi ji saccha insan, Des ki Dilayange sahi pehchan.jai hind jai Bharat",2
"Modiji govt wonderful programs; jaadu apka safai aapka-swach Bharat,paisa apka account apka-jhan dhan,body apka mat apka-yoga day,beti apka responsibility apka-beti bachao beti padau,mobile apka beti apka aur selfie be apka-save girl child program.. Amazing fekuji..",2
acche din aa gye ............,2
hiii modi jee kyai say ho aap hamarai bihar say aapko jada vott millai to bihar ko hi vull gyai hai pleace bihar ko taraki mai kijeeyai jaai say gujart ko tarrki mai kyahai,2
Kabhi to indiya me raho modi ji kasmir hamara janam shid adikar he 67 sal kangres ne bevkuf banaya ap ko jitaya he ab visvas mat todana piliz sar jitni bhi galt dhara he kasmir me use hatao baki des to ham yowa chalahi lenge,0
Aap ki tarah hi kisaan b hard work kar raha h lekin bachche plane m dikkat ho rahi h kisaano ko.,0
Ham log apane aap ko bhagy sali samajte hai ki desh ko aap jaise PM mile jay hind,2
desh aapko pakar dhanya hua the iron man,2
sir m aapka chuta sa fan hu par kuch bhe kar sakta hu,2
"Kesi randi ka bacha,",0
mujhe apna bussnies start Karen keep lite 5 lakes ki jarurat hai,1
apke aane se sir hamaredesh ko freedom mil gayi hai,2
Ek bar Bihar ko bhi dakhie,1
modiji hamari ek gujaris hain ke hum ek sangsthan khulna chahati hain ke nij nij elakaomain sari lokoko help karna or iske liye help ki proyjon hain......,1
"Puraa Vishwa aaj Bharat ki or dekh rahaa h,",2
Bharatmata lovely son modi jaihoo,2
kya hua apka wada woh kasam woh irada,0
Kya ji modi ji mast lag rhe ho,2
Home guard logo ki bhalaye karo pechele baad me bade bade kaam kerna.Chotta sa kaam kerdo pechele,2
Bhus bhar 2. Ink daath milkar dushyon kaa,2
Coro or kutto pr brosa mt kro,0
"Sir plz JHANSI ki bijli vyavstha thik Krane ki kripa kre, dhnyevad.",1
sir aapne skill devlopment programe lunch kiye jisase karoro logo ko rojgar milega !!! thanks sir,1
Sir swach bharat mission ko gawon se shahro ki taraf lao Sir mission ki jinmedaari nagar nigam or parishd ko uttardaitav do Thanks,2
Sabka sath sabka vikas...Gud,2
Kyo modi ji bihar ke yua berojgar hi rhenge. Bihar ki gandi rajniti me sare yua piss rhe h,0
P m sab Aap ips abitabh thakur ki madd kigiye ga,2
Vikas ke liye govt ko kathor niym banana chahiye,1
dear prime minister job ke liye b kuch kriye sirf nitiya bnane se rojgar ki samsya hl nhi hogi,0
"Modi saab g,, galla da krah bnayi jayoge, k kuj kroge v..",0
Sir ab bihar me lalu nitish ka supda saf kro,1
Ghar Ghar modi hi modi .Jaha logo ki soch khatm hoti hai modi Ji waha se sochana suru karte hai .,2
Modi jorj aage bado ham tumhare sath hai jai Bharat....,2
BJP ko lao beiapam karao phir mader ker aatam hatya batao,0
Modi ji aap ka sv asakeam fail hai...,0
Aapki skill scheme bhut achi helog kam krna sikhenge to km se km berojgar to ni rhenge....Thanks to pm for it,2
Modi j jitna aap ki yojna greatest hai hum aap k sath hai sir j,2
Desh ka vikas har koi petrol or diseal ke rate bda kar hi kyu krna chahta hai,0
bikaner kb tur h. halat kharab h bikaner k . surdhna gav jane wali sadak ka bhi kbi chal ke dekho us sadak pe..,0
india digital bana dena modi sarkar pm,2
Thnx sir ji,2
Kam me visvas karti hai bjp,2
"Today I am totally confuse........bcoz mai ATAL JI Ko best PM manta thaAb lagta hai Modi ji best PM of. BHARAT Bolna parega,,,, jai jai ho",2
Hum bhuke mur rahe hai sir,0
"danyavad bahi ji,shubharatri ji",2
Modi ji .....ye galat baat hai jo aapn 3 crore ka stage lagwa raha han ..... please think about it,2
Mane ajtak kisi PM se ITI ke vikas ki bat nahi suni thi muze lagta hai ye ache dino ki survat ho gai hai,2
Aadarniy pm ji aapke pas feuchar plan bahuthi aachha hai aapko salam.,2
"BHARAT ""MODI"" ke Saath",2
"Great modi ji,duja koi nhi aap jaisa",2
mission acchha hai bas lagu sahi se ho,2
Bhul jawo ki satna ka kuchh hoga,2
Modi ji agar 10 sal pahle pm bane hote to aaj india ki tasbeer dusari hoti sayad india china ke barabar me hota.,2
Ground par karo ye jyada Bakwaas karna band karo.....abhi tak logo ki life par koi fark nahi huwa. .......koi bhi plan ya policy ka ground par jakar feedback liya karo.....policy launch karne se ya paise dene se janta ka bhala nahi hota. ....kyuki middle me khane waale bahut hai.....,0
Sir ji namo namoHumari muskile kab door hogiKaushambi ki light aur road ka sudhar pichle 10 year se nahi hua,2
Modi ji aachi suruwat hai skill India program we heartly congratulated.,2
Bahut achchhakarya aur bahut achchha Hamara sarkar,2
Sir kabi Jammu Kashmir k ITI k haalat toh dekho koi staff nahi koi metrial nahi aur aap skill development ki baat karte ho,0
Ati sundar sir sabse hatkar Vande~~~~~ sir,2
agar modi ji 10 saal pahle pm bane hote to ham aaj 20 saal aage hote,2
BJP youth ki skill niche video me dekhiye.,1
"sir ji namskar , hamari (BJP) party ke kuchha netaon ne party ki chhavi ko badnam kar diya hai ese me unhain unke pado se hataya ja skta hai , jisase dusra koi bhi esa kaam na kare, jai hind, vandematarm",2
sir hum apka sath hain,2
Sir aap ghumne ke waza Jo bhi ho aap agar odisha ka electricity me sudhar layege to kuch acha hoga or Jo baat kiye the aap bo to kabhi nehi ho sakta bas electricity me sudhar dijiye bas,2
"Aap jaisa PM har desh ko milna chahiye,jo apne desh ke future ke liye itni kadi mehnat karke aisi scheme launch kar rhe hai.AAPKO PRAMAAM HAI MERA PM JI.",2
Sbi congresio se request h wo skill india mai addmission lekar kuch kaam seekh le.. khali baithe dimag khurapat krta h.. ghotale ko apni skill na samze.,2
Skil india to tab hoga jab india rahega modi g. Kanhi seej fayar kahi isi. Naksal waad. Jai hind.,0
Bhai jo apno se dur ho toh unka toh yahi ek zariya hai touch me rehne ka,2
Then indeed with hardship comes ease. Indeed with hardship comes ease! ~Quran 94:5-6,1
kya baat h..manwa khush krr diye..,2
"Kash khuda unhe vo samaj do jo mazhab ka galat istmal karke ek ki jagah char char bibio se shadi karke, aurat ki majburi ka faida uthate hai",2
Uncle! Uncle! har chiz mein religion..religion..kaiko? :-) Quran ho..ya bible.. aap ache hona pata chalta hai..bas... ushme bhi..ye sab ghuser diya kaiko? :-D,2
Ya allaha sab ko sahe rasta dikha,2
paye kuppi puthe vichil,1
sarkar ko dub marna chahiye ki iss umar mein unhe kaam karna padta hai,0
Respect to this Madam. No offence but Gujarat ko to kisi Mahapurush ne aisa change kr diya tha ki koi bhi insan slum me ni rehta.,2
Jai jai garvi GUJARAT,2
jai bajrang bali..,2
aaj to bhakt bhaut khush hongey .,1
Ye batao 60 Saal main congress ne kya kiya ;),2
Desh chodo pahaley yeh media ko change Karo ... !! ?,1
Bhai yeh sab har police station pe hona chahiya facebbok pe nahi..,0
Wo sab toh theek hai .. But yeh green apple mojito k saath Ras malayi kisne mangayi ??,1
"Doosro ka maar ke bana thaa, doosro ka maarne ke chakkar me phasa....",0
The Logical Indian Kuch bhi likhte ho .. ek bar soch bhi liya kro likhne se pehle,0
"Samsung galaxy Grand max 14000 Ka tha sale ke din 18000 Ka ho gaya , idr hum pagal nai behte hai sunlo company walon",0
Damn thm invisible ninjas cuttin onions..,0
i love u salman vai.i like i so much.khuda hamesha apki saath rahegi vai..,2
Sale salman khan abki dekhna hai ki teri pic kaise hit hogi bina muslim ke sale tum log muslim per daag ho,0
Kaheytey ho ki muslim fans pic nahi dekhey to bhi hit hogi,0
Salman bhai 1 mulaqat zaroori Hai apse milnii kii lv u bro..,2
salman itni problem mei bhi desh ki duty ker rhe hai so why not..,2
Salman Khan bhai ap ko likes or comments km milte hain shah rukh khan ki nisbat,0
hamara bhi kartavya hai clean bharat karana,2
jai ho bharat ki,2
salman khan app next film ki shooting agra city se karna plz sir,1
apun aap ka bahut bada se bada fen h,2
i love salman sir.....dost na koi manjil he na koi sathi he fir bhi nikal pada udhar se sayad jis ki talash he wahi sathi he wahi manjil he......o o jane jana dhunde tujhe diwana........salman sir i love you,2
abe majid se chapal chori nahi hoti jise jarurt hoti he wo lekar jata he,1
ram ram bhai salman,2
Salman bhai aapke nagpur bb k promotion aane ka intezar hai,1
humara desh swach rahe ga tabhi humara india sab se uper hoga,2
meko itna gussa araha hai vomit kardugi iske muh mai tabi sudarega kutt#,0
bye sleeping bol de tere tak rahe muj toh bakwas lagta hai naam toh sunna hai bhut bar,0
usse bol de keep distance wid me nonsense admi jo sirf apna kam banta rakhe,0
hath mai hath rakhe baithe milo gye,2
ja rahi hu ek bottle pani pine ab pandey ji khabardar jo issko kabi mere samne laye bhi,0
tum kab jwab doge mujhe,1
meri jaan jo b km krti he vo nice hi hota he,2
tum milna chahte hi nahi kya mujhse,1
"Jaanma main bol rahi hu ki,tum mere twits dekho :/",2
maine kya galti ki hai mujhe kis bat ki sja de rahe ho tum,0
kam hai khatm kar leti hun bad me bat karungi,1
Bollywood bhi swachch kara do wo to abhi bhi nanga hi hai...,0
mai life me kya karna chahti hun tumse sadi karne ke alawa,2
Han businesses women banna chahti hun tumhare chakkar me sab bhul gai hun ek tum ho jise shirf mai hi yad nahi hun,2
Salman ji hey,2
salman bhai jan,2
tum q kar rahe ho aisa phone tak nahi karte kya hai ye,1
Kya yar hum Milne aaye or aap to mile hi nhi,1
Suna he ki ap actors log aam janta ko reply nahi karte aisa nahi karna chahiye,1
Salman khan Aapko Aap ka feyn .taranam q stail ma dakhna chahta hai .,1
salman sir aap kaise ho plz reply b de diya karo,1
super bajrangibhai jaan super hit movie,2
"Punjab mein Babbu maan aur bombay mein salman jaisa koi nhi hai .. In dono jaisa koi aur nhi,paida ho sakta .. Salman bhai ek song Babbu maan ka to banta hai apki next movie mein",2
Salman bhai agar aap ne apni movie mein Babbu maan ka song le liya to kam se kam 20 laakh fan ek din mein jyada ho jayenge,2
Bohat khub Salman bhai,2
Bhai ak bar haryana me aajao aapko bhut achi khani duga,2
i sapourt u saloo bhai i hole u r bajrangi bhaijan it's going,2
i love ur film joi ho bhai hope ur flim bajrangi bhaijan,2
haha.... im selected... <3 mzaaa aa gya... umahhhhh bhai luvv uhh,2
maine bol tum so jao mai subh mangalugi,1
ache se samjha ke chali gyi aur mai so gayi,1
thanx salman bhai..love u forever,2
India no1 star salman bhai,2
Bhai jan jindabad,2
hi my cute bandar kha ho kya ho rha hai thik ho miss u sona miss u so much,2
plz cal sallu bhai +8801719447771 bangladesh fan plz cal met u sallu bhai,1
hiii mai ok huiii :),1
Abe tu kutta hai be...teri movie flop hogi...dkhna tere kitne fan kam ho gaye...,0
hmmm taliyao ki awaz abi se meko sunayii se rahi hai hall mai sab sirf ek hi baat bolte hai wah bhai wahi mai sharmake chupke se hasti hu aur love u dilse,2
teri picture dekhne jao nah maja a aajaatah hai such iiiiiiii,2
mai suchii boliii sab hall mai bhai bhai wah bhaiii hi bolte hai haste hai josh mai aate hai bhut maja aata hai,2
Ek zaroori baat he k koi bhi musalmaan bhai salman khan ki (BAJRANGI BHAIJAAN) movie dekhne k liye naa jaae. Us harami ne musalmano ko challenge kiya hai k wo ...,0
Abe tu ye sab kisse bat kar rhi hai yar,1
Sona last time tu jab ayi thi tab kitna kuch kiya bas ab 1 chij bach gya hai tu aa ja jaldi plzzzz,1
bhai koi photo jo aap ke dil ke karib ho,2
Allah se dua hai ke teri film supper supper supper flap ho malon,0
Main Hindu hu Bhai bajrang Bali bhi Hindu god hai gau mata ki Bali dete ho sir aur bajrangi banate ho,2
Aap to supar hit ho aor aapki film supar hit hai,2
meraa paarsal miila,1
Sacha bharat INDIA,2
hlooo shalu bhai kya hal h,1
dil kahta h,1
muje pta he aap reply nhi kroge phir bhi apki film achi rhe and mey docter bnna chatha hu dua kro,1
:'( :'( :'( :'( :'( tum gande pati ho bhot gande I hate u I really hate u,0
meri koi ijjat thodi hai,0
Soch or bichar bhai ki tarah rahna chahiye,2
kya baat hain,2
Aap jaisa kimti mind sabke pas hona chiye issse bimari nai banti hai,2
nich bhai g,2
Meri akhri khosies h Ek br tujse sirf milna chate bs,2
i love you salman sir...aap ki movie dekh raha hu abhi judawa ..,2
Mera toilet bhi saf ker jana Salman Khan,0
Realllllly loooovvv u salman,2
Asli swachhta safai krne se hoti hai sir photo khinchwane se nhi,0
SirAapne Jo musalmaano ke khilaaf statement diye wo galat he,0
kiya kismat hai,1
Isko itna time knha hoga k aap sab ko comments par nazar daleHa ha ha ha ha ha,2
Hum ko b tho chance dedo yaar salman,2
salei suwar ka pilla .... mar jaa aishwarya ke moot mei doob ke ..cheeh Modi Aur Rss ka Nya Kutta,0
Sir mat bolo sale ko harami hai wo muslman ke name par dhabba hai sala saitan,0
Lv u bhai I cnt wait fst dy fst shw bhaiiiiiii,2
kya karne wale ho kuch soche bhi ya koi phark nahi padta,1
Bhaiya me bhi kuch karna chata hu pliZz 1 chans me Bhai,1
Grt super star sallu bhai,2
GREAT SALMAN BAI,2
looking soo handsm???,2
harami sala salman...,0
Mera ko bhi ek chance de do bajrangi bhaijaan,1
teri movie flop ho jaye....,0
Sale tum hrami ho moslim nahi tum saytan ho,0
I love u salman khan ek bar apsa milna cahti hu ya mara sapna ha bas ek bar love u love u love u love u love u so mach salman khan,2
Kamal karte ho yr bhai,1
Wow kya baat h itne comment maza aagya re baba re from khushi hasan nd my real name ruby hasan,2
Kya ye abhiyan abhi bhi jaari h,1
Thik h bahi jaan ham ko bhul gye naa,0
Hum bhi h raho me kl mene haji ali dargha pe salman bhaijan ko baijat bari hone ki duwa mangi,2
hello sir aap online ataa ho pata b nai chalta kab ataa ho aur chale jaate ho :(,1
arey yo toh apna hi balak se,1
sem 2 u,1
Me Delhi se hu aapke security gourd se kaha na usne milne diya or n aaptak msg pahuchaya plz meet me,1
"Bhar do jholi meri y Muhammad mujhko Salman sir. S milado, jb tak aap bana d n bigri dr s n jao khli",2
salman ke haters ko koi comment hi mat karo..tottaly ignored..great salman,2
Bhar do jholi meri ya Muhammad mujhko salman sir. Se milado,2
jabtak public nahi sudrega tabtak kuch nahi ho sakta.,0
Salman sir. Me apse milna chahta hu plz mujhe apointment dijiye me realy aapse milna chahta hu plz,1
pls mane call karo pla pls,1
Salman sir. Mera aims pura kardo me aapse milna chahta hu mujh se mil lijiye,1
pls mane call karo,1
Sir aap mere lye mere roll model h ..mai aaapse hi inspire hokar aaj delhi police mai hu and logo ki help karta hu...kbhi aapse mila to vo mere lye bhagwan se milne k brabar hoga..,2
mera bharat mahaan padhega India tabhi to aage badhega India,2
8527106761 plz Salman sir. Mujhe aapse milne ka moka den,1
Bhar do jholi meri ya Muhammad mujhko Salman bhai se milado,2
Please Salman sir. Is garib ke lye bhi time nikalen aapse milne ka apointment den,1
"Bhar do jholi meri ya Muhammad mujhe Salman bhai se milado,",2
Salman sir. Aapki life ke 2 mint meri life anek mint me khushya la sakte he plz sir. Mil lijiye,2
Salmaan sir bole or kaam na ho..sawal hi nhi ho skta...god sir Aap to sir..my god,2
Ek rply to kar do salman g ... ab to dekho sab ko pta chal gya.... lakin aap ko kab pta chalega,1
Aap to yaar supr hiro ho,2
I Iike and love u salman khan aur ha kya such me aap hamare comment padhte ho aap tv par bol rahe the mai sare comment padhta hu ya u hi fake rahe the bhai ??,2
Apne aqirat ki fiqar karo wanha kon bachega sirf allha tobakarle nada,0
apka fan ho bangladesh me plz cal sallu bhai met u +8801719447771 cal bhai,2
Flop jaaigi movie teri....aehsan framosh..,0
"Mami papaa , aur bacha party aur Sab kaise hai",1
Kya socha hai shaadi k bare mai,1
Mai jaanti agar tumne use shaadi Ki to WO mujhe tum he kabhi baat tak karne nhi degi mujhe pata hai aaj usko Meri zarurart hai to WO mujhe itna importants deri,0
Aur WO achi ladki hai,2
koi aur pasand aagai ye ek jagah tik nahi sakte tum,0
Bhaijan main aapka baut bada fan ho i love u bhaijan jabtak bhaijan he taptak main ho,2
Salman g meri asiqi sirf tumse hai,2
Kya kah diya sallu bhaijaan,2
Asslamu alyekum bhai ek bar jwab jarur do bhai,1
Salman bhai sirf sohrat kamane se kuch hoga. thoda bahut khuda ko bhi yaad kiya karo.mahe ramjaan bada hi pak aur touba karne vala mahina.plz ibadat bhaijaan,0
Salmaan bhai maine hay kaha tumne javab nhi diya,0
sarukh or amir khan bhi apke samne fel; he,2
Mortath kafir hy tu salman kanjr,0
Kafir hy tu salman knjr marwasy k btty,0
salman sir aap london kab aao gaye plz aik baar ajoa i want to meet u once in life u are cororo mein aik sir,2
Salman ek baar jawab to do yaar,1
salman aap to hmare jaise ho eek baar kuch bolo,1
salman khan ji you looking owsm i love you salman me bta nhi skti ki me apki kitni bri fan hu ....,2
salman khan nice,2
Abhi saheri Ka waqt bhi khatam nhi hua aur azaan hona bhi baaki hai,1
Kya karu samaj nhi aara bhot neend aari hai par namaaz is very important s,1
Namaaz padk dua karte ho k nhi,1
K bas subha subha uthe aur kasrat karna chaalu,2
Raat mai late soie thi uYe Abba haina raat late aaey,1
Mare favroute sallu vi...,2
assalamualikum jumma mubarak,2
Salman khan sir tayyar ha aaj ke party ke liye,2
jiske pas ilm he wo sabse amir he,2
Anjana Dhamodharan hi suweet hart buhat achi lag rahi h0,2
h0w are y0u my freind kese h0.,1
Real hero sallu bhai ^_^,2
Bhai mujhe bhi kardo nominate plz,2
bhai duva me yad.mahi,2
Bhai app bollywood king hokar apne app ko bajrangi bhaijan kya late ho Eid me a sob ko aacha nahi laga bohut sms araha ha is move ko mat dikho appne majhab ko chota kara ha kay a chsch ha?,0
Bhai kya app ka mobile number muje milega a mera mobile number 9662821362,1
bhai kya hal hai,1
Swachchh bharat aviyaan ke liye danyabaad....,2
Ramzan ka mahina dil khol kar Ibadat karo,2
bhai lv u......aapne zindgi me ek baar milna h...plz bhai kbhi ye msg pdho to.....plz mujhe ek call krke.... meri life khushiyon se bhar dena...,2
Ap shdi kr loooo,1
Ap salman ich hai,1
salam vai jan,1
u welakam saluu,1
Kiya meri ap se bat ho sakti hai kisi wkt fb par,1
Mr. KHAN maine aap ki sari baatein suni aur use follow bhi kiya. Trust me.,2
Okk boss apka hukum ser ankho ma:),1
aap mere liye rkhe na naam2,1
apun kapda khole apna body dekh ke ldkiya kpda phna istrt kr degi colr tak usi ko sikahne ke li apna kpda kholenge,2
Bhai bajrangi bhaijan to samjho ki HIT HAI,2
Jane kab Meri neend gai,1
Chalo zayada smile karne Ki zarurat nhi hai,1
Bby i love you hmasha milungi yhe mrta dam tak kbhi to rply doga,2
salman i luv u alot n i wanna meet uh...plzz mjhse milo ya chat kro mjhse plzzzz i luv u ummaahhh,2
sir plz london aajoa plz,1
dhasu lag rahe ho salman bro miss you...........,2
Kiya bhai jaan,1
Agar aap na media mein ya kha hoga ki musalmano ki bigar bajrangi bhaijaaan hit karunga then u are a foll,0
Kya be salman bhadve,0
"Jumma mubarak bhaijaan... Kbhi hume b ghar eid pe bulao... Jst joking... God alwz bless u, allah ki rehmat rahe, ganeh ji ka hath sada apke sir pe rahe, vaeguruji k shatrachaya me aage badhte jao, all gods wid u alwz....",2
Kar lo bhai sadi acha moka h,1
Salman khan criminal.,0
what loook bhai jaan,2
Kiya huwa bewde muhe kiyo latka ke behtha hai,0
mai salman ka frnd,2
Salman bhai boleto rock star,2
Ek ch bhai salman bhai,2
Bajrangi Bhai hamse bhi guftgu kar liya karo........,2
Han raakhi bhi tum sab hi bandhana ...Gazzab ladkiyan hain yaar!!!,2
i love u toooo sooooo mache salman khan,2
hy sir me apka bahut bada fen hoo,2
Hamein kaash tumse muhabbat na hoti :(,2
my salman khan,2
Nice pic kaise lagte ho aap itne handsome,2
Bhai jaan tho bhai jaan he rahage koi aur unke copy nahi ker sakhta yaro yes or no,2
Hallo ji kya hall hia me Ramu kuma,1
sir aap kuch dhyan nahi dete pLz plz plz,1
aaj ki party meri taraf se nice song bhaijaan,2
Good night sir.....capil comedy..me aaye mamko bahut achha laga...Good.night.sahb g....,2
Masti he mohl me chahi khumari he saarey thak ke beth gye per apni party jaari he @@FEELING HAPPY WITH THE SALMAAN@@ COMING SOON BAJRANGI BHAIJAN ON THIS @EID@@,2
